g;0;-1
s;0;-1
k;0;-1
q;0;-1
o;0;-1
w;0;-1
j;0;-1
l;0;-1
k;0;-1
v;0;-1
c;0;-1
m;0;-1
j;0;-1
p;0;-1
l;0;-1
p;0;-1
j;0;-1
v;0;-1
i;0;-1
s;0;-1
p;0;-1
u;0;-1
t;0;-1
t;0;-1
p;0;-1
p;0;-1
b;0;-1
m;0;-1
j;0;-1
h;0;-1
c;0;-1
r;0;-1
c;0;-1
g;0;-1
l;0;-1
n;0;-1
g;0;-1
c;0;-1
x;0;-1
w;0;-1
f;0;-1
e;0;-1
o;0;-1
u;0;-1
q;0;-1
e;0;-1
a;0;-1
j;0;-1
i;0;-1
i;0;-1
o;0;-1
s;0;-1
f;0;-1
g;0;-1
o;0;-1
p;0;-1
c;0;-1
o;0;-1
a;0;-1
t;0;-1
s;0;-1
f;0;-1
m;0;-1
t;0;-1
a;0;-1
b;0;-1
j;0;-1
a;0;-1
i;0;-1
d;0;-1
i;0;-1
g;0;-1
o;0;-1
g;0;-1
s;0;-1
w;0;-1
B;1;4
R;1;4
A;1;4
S;1;4
I;1;4
L;1;4
I;1;4
A;1;4
g;0;-1
q;0;-1
n;0;-1
l;0;-1
g;0;-1
k;0;-1
m;0;-1
k;0;-1
e;0;-1
i;0;-1
j;0;-1
b;0;-1
l;0;-1
g;0;-1
s;0;-1
u;0;-1
n;0;-1
f;0;-1
d;0;-1
l;0;-1
r;0;-1
p;0;-1
o;0;-1
x;0;-1
p;0;-1
v;0;-1
x;0;-1
k;0;-1
j;0;-1
g;0;-1
M;1;3
l;0;-1
y;0;-1
i;0;-1
L;1;0
I;1;0
S;1;0
B;1;0
O;1;0
A;1;0
a;0;-1
g;0;-1
h;0;-1
t;0;-1
y;0;-1
a;0;-1
d;0;-1
w;0;-1
a;0;-1
m;0;-1
v;0;-1
g;0;-1
e;0;-1
n;0;-1
k;0;-1
m;0;-1
o;0;-1
h;0;-1
e;0;-1
p;0;-1
A;1;3
u;0;-1
v;0;-1
x;0;-1
n;0;-1
l;0;-1
s;0;-1
c;0;-1
o;0;-1
s;0;-1
n;0;-1
f;0;-1
t;0;-1
x;0;-1
b;0;-1
e;0;-1
d;0;-1
t;0;-1
b;0;-1
r;0;-1
v;0;-1
B;1;2
E;1;2
R;1;2
L;1;2
I;1;2
M;1;2
x;0;-1
v;0;-1
t;0;-1
D;1;3
a;0;-1
k;0;-1
p;0;-1
n;0;-1
v;0;-1
l;0;-1
l;0;-1
a;0;-1
r;0;-1
t;0;-1
f;0;-1
p;0;-1
x;0;-1
p;0;-1
l;0;-1
g;0;-1
r;0;-1
b;0;-1
l;0;-1
d;0;-1
d;0;-1
m;0;-1
g;0;-1
r;0;-1
n;0;-1
f;0;-1
k;0;-1
c;0;-1
f;0;-1
R;1;3
w;0;-1
a;0;-1
q;0;-1
r;0;-1
j;0;-1
h;0;-1
k;0;-1
d;0;-1
s;0;-1
b;0;-1
b;0;-1
h;0;-1
r;0;-1
k;0;-1
c;0;-1
a;0;-1
e;0;-1
e;0;-1
w;0;-1
r;0;-1
m;0;-1
w;0;-1
k;0;-1
e;0;-1
n;0;-1
h;0;-1
o;0;-1
w;0;-1
f;0;-1
I;1;3
y;0;-1
d;0;-1
t;0;-1
g;0;-1
d;0;-1
m;0;-1
a;0;-1
u;0;-1
w;0;-1
p;0;-1
b;0;-1
y;0;-1
q;0;-1
k;0;-1
d;0;-1
r;0;-1
f;0;-1
d;0;-1
h;0;-1
p;0;-1
b;0;-1
b;0;-1
t;0;-1
p;0;-1
c;0;-1
p;0;-1
d;0;-1
d;0;-1
e;0;-1
D;1;3
n;0;-1
l;0;-1
x;0;-1
x;0;-1
x;0;-1
y;0;-1
j;0;-1
d;0;-1
x;0;-1
c;0;-1
u;0;-1
k;0;-1
k;0;-1
v;0;-1
n;0;-1
g;0;-1
n;0;-1
x;0;-1
b;0;-1
i;0;-1
u;0;-1
v;0;-1
a;0;-1
c;0;-1
f;0;-1
o;0;-1
t;0;-1
a;0;-1
x;0;-1
q;0;-1
k;0;-1
i;0;-1
j;0;-1
o;0;-1
b;0;-1
a;0;-1
a;0;-1
h;0;-1
v;0;-1
b;0;-1
l;0;-1
h;0;-1
p;0;-1
y;0;-1
d;0;-1
s;0;-1
c;0;-1
e;0;-1
m;0;-1
b;0;-1
e;0;-1
w;0;-1
g;0;-1
y;0;-1
i;0;-1
a;0;-1
i;0;-1
t;0;-1
k;0;-1
q;0;-1
x;0;-1
g;0;-1
x;0;-1
h;0;-1
i;0;-1
r;0;-1
i;0;-1
k;0;-1
i;0;-1
e;0;-1
b;0;-1
u;0;-1
j;0;-1
k;0;-1
t;0;-1
j;0;-1
b;0;-1
e;0;-1
v;0;-1
q;0;-1
t;0;-1
u;0;-1
w;0;-1
n;0;-1
k;0;-1
l;0;-1
d;0;-1
d;0;-1
y;0;-1
u;0;-1
g;0;-1
o;0;-1
f;0;-1
j;0;-1
c;0;-1
p;0;-1
x;0;-1
c;0;-1
o;0;-1
w;0;-1
o;0;-1
q;0;-1
l;0;-1
c;0;-1
m;0;-1
e;0;-1
h;0;-1
e;0;-1
c;0;-1
g;0;-1
w;0;-1
l;0;-1
q;0;-1
l;0;-1
b;0;-1
e;0;-1
t;0;-1
p;0;-1
u;0;-1
t;0;-1
o;0;-1
i;0;-1
v;0;-1
a;0;-1
g;0;-1
y;0;-1
r;0;-1
x;0;-1
t;0;-1
g;0;-1
t;0;-1
r;0;-1
k;0;-1
a;0;-1
d;0;-1
a;0;-1
n;0;-1
m;0;-1
o;0;-1
u;0;-1
k;0;-1
s;0;-1
h;0;-1
q;0;-1
m;0;-1
h;0;-1
h;0;-1
j;0;-1
c;0;-1
o;0;-1
t;0;-1
o;0;-1
x;0;-1
r;0;-1
h;0;-1
r;0;-1
f;0;-1
k;0;-1
a;0;-1
k;0;-1
w;0;-1
r;0;-1
i;0;-1
o;0;-1
x;0;-1
e;0;-1
b;0;-1
n;0;-1
q;0;-1
b;0;-1
x;0;-1
n;0;-1
p;0;-1
w;0;-1
a;0;-1
p;0;-1
x;0;-1
u;0;-1
f;0;-1
x;0;-1
q;0;-1
m;0;-1
a;0;-1
r;0;-1
b;0;-1
o;0;-1
v;0;-1
i;0;-1
n;0;-1
d;0;-1
d;0;-1
t;0;-1
u;0;-1
r;0;-1
l;0;-1
p;0;-1
t;0;-1
a;0;-1
w;0;-1
h;0;-1
t;0;-1
h;0;-1
p;0;-1
b;0;-1
g;0;-1
t;0;-1
c;0;-1
q;0;-1
p;0;-1
e;0;-1
a;0;-1
r;0;-1
n;0;-1
u;0;-1
d;0;-1
r;0;-1
n;0;-1
y;0;-1
l;0;-1
p;0;-1
i;0;-1
n;0;-1
o;0;-1
b;0;-1
x;0;-1
v;0;-1
q;0;-1
u;0;-1
q;0;-1
q;0;-1
p;0;-1
n;0;-1
g;0;-1
c;0;-1
m;0;-1
l;0;-1
d;0;-1
q;0;-1
b;0;-1
e;0;-1
q;0;-1
d;0;-1
k;0;-1
d;0;-1
j;0;-1
g;0;-1
s;0;-1
v;0;-1
a;0;-1
i;0;-1
q;0;-1
e;0;-1
v;0;-1
y;0;-1
s;0;-1
a;0;-1
n;0;-1
a;0;-1
y;0;-1
g;0;-1
r;0;-1
e;0;-1
s;0;-1
w;0;-1
q;0;-1
w;0;-1
v;0;-1
d;0;-1
h;0;-1
b;0;-1
o;0;-1
h;0;-1
g;0;-1
f;0;-1
t;0;-1
f;0;-1
j;0;-1
t;0;-1
r;0;-1
s;0;-1
l;0;-1
r;0;-1
f;0;-1
n;0;-1
n;0;-1
p;0;-1
h;0;-1
m;0;-1
q;0;-1
i;0;-1
j;0;-1
t;0;-1
a;0;-1
s;0;-1
m;0;-1
c;0;-1
o;0;-1
o;0;-1
b;0;-1
a;0;-1
i;0;-1
x;0;-1
i;0;-1
a;0;-1
f;0;-1
q;0;-1
y;0;-1
r;0;-1
k;0;-1
j;0;-1
w;0;-1
h;0;-1
y;0;-1
y;0;-1
y;0;-1
q;0;-1
n;0;-1
o;0;-1
x;0;-1
h;0;-1
f;0;-1
v;0;-1
t;0;-1
k;0;-1
o;0;-1
i;0;-1
r;0;-1
s;0;-1
k;0;-1
b;0;-1
f;0;-1
b;0;-1
u;0;-1
i;0;-1
b;0;-1
b;0;-1
x;0;-1
L;1;1
O;1;1
N;1;1
D;1;1
R;1;1
E;1;1
S;1;1
l;0;-1
v;0;-1
a;0;-1
i;0;-1
o;0;-1
f;0;-1
w;0;-1
n;0;-1
m;0;-1
j;0;-1
d;0;-1
h;0;-1
y;0;-1
p;0;-1
d;0;-1
l;0;-1
e;0;-1
s;0;-1
t;0;-1
o;0;-1
a;0;-1
r;0;-1
e;0;-1
g;0;-1
v;0;-1
v;0;-1
d;0;-1
w;0;-1
m;0;-1
v;0;-1
p;0;-1
v;0;-1
r;0;-1
o;0;-1
j;0;-1
s;0;-1
i;0;-1
d;0;-1
e;0;-1
b;0;-1
g;0;-1
m;0;-1
x;0;-1
v;0;-1
w;0;-1
v;0;-1
l;0;-1
r;0;-1
s;0;-1
e;0;-1
d;0;-1
q;0;-1
b;0;-1
m;0;-1
r;0;-1
y;0;-1
v;0;-1
c;0;-1
m;0;-1
e;0;-1
c;0;-1
e;0;-1
i;0;-1
l;0;-1
r;0;-1
g;0;-1
s;0;-1
w;0;-1
e;0;-1
l;0;-1
x;0;-1
j;0;-1
r;0;-1
h;0;-1
l;0;-1
a;0;-1
o;0;-1
